id,sample,var,variable,name,text,ic_direct,ic_quality,pi_personal,pi_specific
4000,1,pi,pi,Perceived injustice (other),"Discrimination fear was measured by adapting six questions from the Johnson–Lecci Scale (Johnson & Lecci, 2003) to address fears of unequal treatment of the Syrian ingroup by Germans. For example, Syrian refugees rated how far they are afraid of being discriminated against by Germans because of their Syrian origin. Items were measured on 5‐point scales ranging from 1 (disagree completely) to 5 (agree completely). The reliability was α = 0.58.",NA,NA,Personal,Specific
4001,1,ic,pc,Contact quality / Positive contact,"Quality of Contact was measured using items drawn from Eller and Abrams (2003, 2004) and Islam and Hewstone (1993), asking respondents whether their contact with Americans (Mexicans) was pleasant (very unpleasant—very pleasant ), intimate (very superficial—very intimate ), cooperative (very competitive—very cooperative ), and among equals (definitely not—definitely yes ), and how often they had contact as friends (not at all—very often ). Responses were provided on 7‐point Likert scales, with higher scores denoting higher quality of contact. Cronbach's α reliability coefficients were 0.82 (Mexico) and 0.70 (US), respectively.",Directly,Yes,NA,NA
4001,1,pi,rd,Relative deprivation,"IRGD was measured using an item drawn from Runciman (1966) and Vanneman and Pettigrew (1972) that asked for judgments of the in‐group's economic situation compared with the out‐group's. This was worded: “Compared to most Americans[Mexicans] living in this area, would you say that over the last five years Mexicans [Americans] in general have been economically a lot worse off/ worse off/ the same/ better off/ a lot better off?” Responses were provided on 5‐point Likert scales, with a score of 1 denoting maximum RG (other country worse off) and a score of 5 denoting maximum RD (other country better off).",NA,NA,Group,General
4002,1,ic,pc,Contact quality / Positive contact,"Positive majority contact was measured as the average score of three items referring to positive contact experiences in the form of friendship and voluntary contact, for example, ‘How many of your friends have a Belgian background’ (1 – some to 5 – almost all or all) and ‘How often do you spend time during your school break with peers with a Belgian background?’ ‘How often do you spend time in the neighbourhood where you live with peers with a Belgian background?’ (1 – never to 5 – every day ) (CILS4EU, 2016), α = .75, M  = 2.83, SD  = 1.23.",Directly,Yes,NA,NA
4002,1,pi,pd,Personal discrimination,"Experiences of discrimination were measured with one item: ‘How often are you discriminated against, treated unfairly or with hostility at school?’ (CILS4EU, 2016). Answers were given on a 4‐point scale, from (after recoding) 1 (never ) to 4 (almost always ), M  = 1.32, SD  = 0.66. As distinct from individual experiences of discrimination, we assessed collective discrimination experiences by aggregating (averaging) individual ratings over all Turkish and Moroccan minority students (based on their parentage) within each classroom.",NA,NA,Personal,General
4003,1,ic,pc,Contact quality / Positive contact,"Participants completed five items assessing how frequently, overall, they had experienced positive (positive/pleasant/good/friendly/enjoyable ) contact with the outgroup ..., on a scale from 1 (never ) to 7 (very frequently ). White American participants reported on their contact with Black Americans, and Black American participants reported on their contact with White Americans. All scales showed high reliability (αs > .93).",Directly,Yes,NA,NA
4003,1,pi,pi,Perceived injustice (other),"Racial profiling / Participants completed four items assessing their beliefs regarding whether the victim had been racially profiled during the incident (e.g., “[Victim] was targeted by police because of his race,” on a scale from 1 (strongly disagree) to 7 (strongly agree); αs &gt; .86 for Black Americans about each case; αs &gt; .92 for White Americans).",NA,NA,Group,Specific
4004,1,ic,ic,Intergroup contact (other),"We assessed close positive contact with three items (see Voci and Hewstone, 2003; Pettigrew et al., 2007) addressing the quantity and quality of Bulgarian Roma’s close contact with ethnic Bulgarians (“How many ethnic Bulgarians do you know well?” and “How often do you experience these encounters with ethnic Bulgarians you know well as pleasant?”). Quantity of contact was rated on a scale ranging from 1 (None) to 4 (Many), whereas quality of contact was rated on a scale ranging from 1 (Never) to 5 (Always).",Directly,No,NA,NA
4005,1,ic,cq,Contact quantity,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent).",Directly,No,NA,NA
4005,1,ic,ic,Intergroup contact (other),"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent). Because such interactions can involve discussion of differences, we multiplied this quantity item with a score assessing the extent to which the interactions were commonality-focused in quality. Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.2 The product of this score with the quantity item provided us with an ultimate index which takes into account both the frequency of encounters, and their commonality-focus nature. Indeed, the use of the product of quantity and quality of contact was adopted by others (Brown et al., 2001, Voci and Hewstone, 2003), and is considered to be generally a good predictor of outgroup orientation.",Directly,Yes,NA,NA
4005,1,ic,pc,Contact quality / Positive contact,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. ... Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.",Directly,Yes,NA,NA
4005,1,pi,pi,Perceived injustice (other),"Participants were then asked to judge a hypothetical scenario, which had the same wording as the one used in Study 1, only that the person who got rejected was an Ethiopian-Jew (named Abbaba), and the context of rejection was a desirable job. After reading the scenario, participants rated their agreement with the same two statements used in Study 1, the first assessing attributions to discrimination for Abbaba's rejection.",NA,NA,Group,Specific
